,Electrolyte
3697,"0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.1 M lithium iodide, 0.05 M iodine, and 0.5 M tert-butylpyridine in acetonitrile/valeronitrile (85:15)"
3698,"0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.1 M lithium iodide, 0.05 M iodine, and 0.5 M tert-butylpyridine in acetonitrile/valeronitrile (85:15)"
3699,"0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.1 M lithium iodide, 0.05 M iodine, and 0.5 M tert-butylpyridine in acetonitrile/valeronitrile (85:15)"
3700,"0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.1 M lithium iodide, 0.05 M iodine, and 0.5 M tert-butylpyridine in acetonitrile/valeronitrile (85:15)"
3701,"0,5 M BMII, 0,05 M I2, 0,5 M TBP and 0,1 M LiI in ACN"
3702,"1 M BMII, 0.03 M I2, 0.5 M TBP, 0.1 M Guan and 0.05 M LiI in ACN/VAL (85:15)"
3703,"0,5 M BMII, 0,05 M I2, 0,5 M TBP and 0,1 M LiI in ACN"
3704,"1 M BMII, 0.03 M I2, 0.5 M TBP, 0.1 M Guan and 0.05 M LiI in ACN/VAL (85:15)"
3705,"0,5 M BMII, 0,05 M I2, 0,5 M TBP and 0,1 M LiI in ACN"
3706,"1 M BMII, 0.03 M I2, 0.5 M TBP, 0.1 M Guan and 0.05 M LiI in ACN/VAL (85:15)"
3707,"0,5 M BMII, 0,05 M I2, 0,5 M TBP and 0,1 M LiI in ACN"
3708,"1 M BMII, 0.03 M I2, 0.5 M TBP, 0.1 M Guan and 0.05 M LiI in ACN/VAL (85:15)"
3709,"LI (0.5 M), I2 (0.05) M, t-BPy (0.5 M) in methoxypropionitrile"
3710,"LI (0.5 M), I2 (0.05) M, t-BPy (0.5 M) in methoxypropionitrile"
3711,"0.05 M I2, 0.1 M LiI, 0.6 M butylmethylimidazolium iodide, 0.5 M 4-tert-butylpyridine in 4:1 acetonitrile/valeronitrile"
3712,"0.05 M I2, 0.1 M LiI, 0.6 M butylmethylimidazolium iodide, 0.5 M 4-tert-butylpyridine in 4:1 acetonitrile/valeronitrile"
3713,"0.05 M I2, 0.1 M LiI, 0.6 M butylmethylimidazolium iodide, 0.5 M 4-tert-butylpyridine in 4:1 acetonitrile/valeronitrile"
3714,"0.05 M I2, 0.1 M LiI, 0.6 M butylmethylimidazolium iodide, 0.5 M 4-tert-butylpyridine in 4:1 acetonitrile/valeronitrile"
3715,"0.05 M I2, 0.1 M LiI, 0.6 M butylmethylimidazolium iodide, 0.5 M 4-tert-butylpyridine in 4:1 acetonitrile/valeronitrile"
3716,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-TBP in acetonitrile"
3717,"0.05 M I2, 0.1 M LiI, 0.6 M butylmethylimidazolium iodide, 0.5 M 4-tert-butylpyridine in 4:1 acetonitrile/valeronitrile"
3718,"LiI (0.05 M), I2 (0.5 M), dimethyl-propyl-benzimidiazole iodide (DPMII) (0.6 M), 4-tert-butylpyridine (TBP) (0.5 M) in acetonitrile"
3719,"LiI (0.05 M), I2 (0.5 M), dimethyl-propyl-benzimidiazole iodide (DPMII) (0.6 M), 4-tert-butylpyridine (TBP) (0.5 M) in acetonitrile"
3720,"LiI (0.05 M), I2 (0.5 M), dimethyl-propyl-benzimidiazole iodide (DPMII) (0.6 M), 4-tert-butylpyridine (TBP) (0.5 M) in acetonitrile"
3721,"LiI (0.05 M), I2 (0.5 M), dimethyl-propyl-benzimidiazole iodide (DPMII) (0.6 M), 4-tert-butylpyridine (TBP) (0.5 M) in acetonitrile"
3722,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propyl-imidazolium iodide (PMII), and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile"
3723,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propyl-imidazolium iodide (PMII), and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile"
3724,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propyl-imidazolium iodide (PMII), and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile"
3725,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propyl-imidazolium iodide (PMII), and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile"
3726,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3727,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3728,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3729,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3730,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3731,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3732,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3733,Z-50 (Solaronix)
3734,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3735,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3736,"0.6 M of 1,3-dimethylimidazolium iodide, 0.1 M of lithium iodide, 0.05 M of I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3737,"I2 (0.05 M), LiI (0.1 M), PMII (1.0 M), 4‐t‐butylpyridine (0.5 M) in acetonitrile and valeronitrile with a volume ratio 85/15"
3738,"I2 (0.05 M), LiI (0.1 M), PMII (1.0 M), 4‐t‐butylpyridine (0.5 M) in acetonitrile and valeronitrile with a volume ratio 85/15"
3739,"I2 (0.05 M), LiI (0.1 M), PMII (1.0 M), 4‐t‐butylpyridine (0.5 M) in acetonitrile and valeronitrile with a volume ratio 85/15"
3740,"I2 (0.05 M), LiI (0.1 M), PMII (1.0 M), 4‐t‐butylpyridine (0.5 M) in acetonitrile and valeronitrile with a volume ratio 85/15"
3741,"I2 (0.05 M), LiI (0.1 M), PMII (1.0 M), 4‐t‐butylpyridine (0.5 M) in acetonitrile and valeronitrile with a volume ratio 85/15"
3742,"I2 (0.05 M), LiI (0.1 M), PMII (1.0 M), 4‐t‐butylpyridine (0.5 M) in acetonitrile and valeronitrile with a volume ratio 85/15"
3743,"0.6 M 3-propyl-1,2-dimethylimidazolium iodide, 0.05 M I2, 0.1 M LiI, and 0.5 M TBP in a mixture of acetonitrile/valeronitrile (V/V:1/1)"
3744,"50 mM I2, 0.1 M LiI, 0.6 M 1-ethyl-2,3-dimethylimidazolium iodide and 0.25 M 4-tert-butylpyridine when mentioned, in dry distilled acetonitrile"
3745,"50 mM I2, 0.1 M LiI, 0.6 M 1-ethyl-2,3-dimethylimidazolium iodide and 0.25 M 4-tert-butylpyridine when mentioned, in dry distilled acetonitrile"
3746,"50 mM I2, 0.1 M LiI, 0.6 M 1-ethyl-2,3-dimethylimidazolium iodide and 0.25 M 4-tert-butylpyridine when mentioned, in dry distilled acetonitrile"
3747,"0.6 M 1-propyl-2,3-dimethylimidazolium iodide, 0.05 M I2, 0.1 M LiI, 0.1 M guanidine thiocyanate, and 0.5 M tert-butylpyridine in acetonitrile and valteronitrile in 85:15 vol ratio"
3748,"0.05 M I2, 0.1 M LiI, 0.6 M 1-butyl-3-methylimidazoliumiodide and 0.5 M tertbutylpyridine in a 85:15 volume ratio of acetonitrile and valeronitrile"
3749,"0.05 M I2, 0.1 M LiI, 0.6 M 1-butyl-3-methylimidazoliumiodide and 0.5 M tertbutylpyridine in a 85:15 volume ratio of acetonitrile and valeronitrile"
3750,"0.05 M I2, 0.1 M LiI, 0.6 M 1-butyl-3-methylimidazoliumiodide and 0.5 M tertbutylpyridine in a 85:15 volume ratio of acetonitrile and valeronitrile"
3751,"polymer electrolyte containing 0.0383 g of P25 TiO2 powder, 0.1 g of LiI, 0.019 g of I2, 0.264 g of PEO, and 44 uL of 4-tert-butyl pyridine in 1:1 acetone/propylene carbonate"
3752,"polymer electrolyte containing 0.0383 g of P25 TiO2 powder, 0.1 g of LiI, 0.019 g of I2, 0.264 g of PEO, and 44 uL of 4-tert-butyl pyridine in 1:1 acetone/propylene carbonate"
3753,"0.60 M 2,3-dimethyl-1-propylimidazolium iodide, 0.05 M I2, 0.10 M LiI, and 0.50 M 4-tert-butylpyridine in an acetonitrile"
3754,"0.60 M 2,3-dimethyl-1-propylimidazolium iodide, 0.05 M I2, 0.10 M LiI, and 0.50 M 4-tert-butylpyridine in an acetonitrile"
3755,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.5 M TBP, and 0.05 M LiI in a mixture of acetonitrile−valeronitrile (85:15, v/v)"
3756,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 M LiI, 0.05 M I2, 0.5 M 4-tert-butylpyridine (TBP) in dry acetonitrile"
3757,cobalt tris(bipyridine) in acetonitrile
3758,cobalt tris(bipyridine) in acetonitrile
3759,cobalt tris(bipyridine) in acetonitrile
3760,cobalt tris(bipyridine) in acetonitrile
3761,cobalt tris(bipyridine) in acetonitrile
3762,"1-methyl-3-propylimidazolium iodide (PMII, 1M), iodine (60 mM), 4-tert-butylpyridine (0.5 M), and lithium bis(trifluoromethanesulfonyl)imide (0.1 M) in acetonitrile"
3763,"1-methyl-3-propylimidazolium iodide (PMII, 1M), iodine (60 mM), 4-tert-butylpyridine (0.5 M), and lithium bis(trifluoromethanesulfonyl)imide (0.1 M) in acetonitrile"
3764,"1-methyl-3-propylimidazolium iodide (PMII, 1M), iodine (60 mM), 4-tert-butylpyridine (0.5 M), and lithium bis(trifluoromethanesulfonyl)imide (0.1 M) in acetonitrile"
3765,"1-methyl-3-propylimidazolium iodide (PMII, 1M), iodine (60 mM), 4-tert-butylpyridine (0.5 M), and lithium bis(trifluoromethanesulfonyl)imide (0.1 M) in acetonitrile"
3766,"1-methyl-3-propylimidazolium iodide (PMII, 1M), iodine (60 mM), 4-tert-butylpyridine (0.5 M), and lithium bis(trifluoromethanesulfonyl)imide (0.1 M) in acetonitrile"
3767,"1-methyl-3-propylimidazolium iodide (PMII, 1M), iodine (60 mM), 4-tert-butylpyridine (0.5 M), and lithium bis(trifluoromethanesulfonyl)imide (0.1 M) in acetonitrile"
3768,"0.6 M 3-propyl-1,2-dimethylimidazolium iodide, 0.05 M I2, 0.1 M LiI, and 0.5 M TBP in a mixture of acetonitrile/valeronitrile (V/V:1/1)"
3769,"0.6 M 1-propyl-2,3-dimethylimidazolium iodide, 0.05 M I2, 0.1 M LiI, 0.1 M guanidine thiocyanate, and 0.5 M tert-butylpyridine in acetonitrile and valteronitrile in 85:15 vol ratio"
3770,"0.25 M tris(1,10-phenanthroline)cobalt(II) di[bis(trifluoromethanesulfonyl)imide], 0.05 M tris(1,10-phenanthroline)cobalt(III) tris[bis(trifluoromethanesulfonyl)imide], 0.7 M TBP, and 0.05 M LiTFSI in acetonitrile"
3771,"0.05 M I2, 0.1 M LiI, 0.6 M 1-butyl-3-methylimidazoliumiodide and 0.5 M tertbutylpyridine in a 85:15 volume ratio of acetonitrile and valeronitrile"
3772,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 M LiI, 0.05 M I2, 0.5 M 4-tert-butylpyridine (TBP) in dry acetonitrile"
3773,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 M LiI, 0.05 M I2, 0.5 M 4-tert-butylpyridine (TBP) in dry acetonitrile"
3774,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 M LiI, 0.05 M I2, 0.5 M 4-tert-butylpyridine (TBP) in dry acetonitrile"
3775,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 M LiI, 0.05 M I2, 0.5 M 4-tert-butylpyridine (TBP) in dry acetonitrile"
3776,"0.5 M TBP, 0.6 M DMPII, and 0.05 M I2 in acetonitrile"
3777,"0.5 M TBP, 0.6 M DMPII, and 0.05 M I2 in acetonitrile"
3778,"0.5 M TBP, 0.6 M DMPII, and 0.05 M I2 in acetonitrile"
3779,"0.5 M TBP, 0.6 M DMPII, and 0.05 M I2 in acetonitrile"
3780,"0.5 M TBP, 0.6 M DMPII, and 0.05 M I2 in acetonitrile"
3781,"0.5 M TBP, 0.6 M DMPII, and 0.05 M I2 in acetonitrile"
3782,"5 wt% poly(vinylidenefluoride-co-hexafluoropropylene) in 0.05 M LiI, 0.1 M I2, 0.6 M DMPImI and TBP in 3-methoxypropionitrile"
3783,"5 wt% poly(vinylidenefluoride-co-hexafluoropropylene) in 0.05 M LiI, 0.1 M I2, 0.6 M DMPImI and TBP in 3-methoxypropionitrile"
3784,"5 wt% poly(vinylidenefluoride-co-hexafluoropropylene) in 0.05 M LiI, 0.1 M I2, 0.6 M DMPImI and TBP in 3-methoxypropionitrile"
3785,"5 wt% poly(vinylidenefluoride-co-hexafluoropropylene) in 0.05 M LiI, 0.1 M I2, 0.6 M DMPImI and TBP in 3-methoxypropionitrile"
3786,"5 wt% poly(vinylidenefluoride-co-hexafluoropropylene) in 0.05 M LiI, 0.1 M I2, 0.6 M DMPImI and TBP in 3-methoxypropionitrile"
3787,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3788,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3789,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M 4-tert-butylpyridine in acetonitrile"
3790,"0.5 M LiI, 0.05 M I2, 0.6 M 4-tert-butylpyridine (TBP), and 0.6 M 1-methyl-3-hexylimidazolium iodide (HMII) in 3-methoxypropionitrile (MPN)"
3791,"LiI (0.5 M), I2 (0.05 M) and TBP (0.5 M) in acetonitrile"
3792,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I2 (0.03 M), guanidinium thiocyanate (0.1 M) and TBP (0.5 M) in MeCN:valeronitrile (85:15, v/v)"
3793,"1 M 1,3-dimethyl-imidazolium iodide (DMII), 100 mM LiI, 60 mM I2 , 0.5 M TBP and 0.1 M Guanidinium thiocyanate (GuNCS) in a solvent mixture of 85% acetonitrile with 15% valeronitrile"
3794,"1 M 1,3-dimethyl-imidazolium iodide (DMII), 100 mM LiI, 60 mM I2 , 0.5 M TBP and 0.1 M Guanidinium thiocyanate (GuNCS) in a solvent mixture of 85% acetonitrile with 15% valeronitrile"
3795,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.5 M lithium iodide, 0.05 M 4-tert-butylpyridine and 0.05 M iodine in acetonitrile"
3796,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 60 mM I2 , 0.5 M tert-butylpyridine, 0.05 M NaI and 0.1 M GuNCS in acetonitrile and valeronitrile (v/v, 85/15)"
3797,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2 , 0.05 M lithium iodide, 0.1 M guanidinium thiocyanate and 0.5 M tert-butylpyridine in acetonitrile and valeronitrile solvent mixture (85:15 v/v)"
3798,"0.6 M DMPII, 0.25 M LiI, 0.01 M I2, 0.1M TBP in CH3CN"
3799,"0.6 M DMPII, 0.25 M LiI, 0.01 M I2 0.1 M TBP in CH3CN"
3800,"0.6 M DMPII, 0.06 M LiI, 0.04 M I2 , 0.4 M TBP in CH3CN"
3801,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I 2 , 0.6 M TBP in methoxy-propylnitrile (MPN)"
3802,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M LiI, 0.05 M I 2, 0.5 M 4-tert-butylpyridine (TBP) in dry acetonitrile"
3803,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M lithium iodide, 0.05 M iodine and 0.5 M 4-tert-butylpyridine (TBP) in 5 mL of acetonitrile"
3804,iodide/triiodide
3805,"0.6 M butylmethylimidazolium iodide, 0.03 M I 2 , 0.1 M guanidinium thiocyanate, 0.5 M 4-tert-butylpyridine in acetonitrile and valeronitrile (85:15)"
3806,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
3807,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN"
3808,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85:15, v/v)"
3809,"0.05 M I 2 , 0.5 M LiI, and 0.5 M tert-butylpyridine in acetonitrile"
3810,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.06M LiI, 0.04 M I 2 , and 0.4 M 4-tertbutylpyridine (TBP) in dry acetonitrile (AN)"
3811,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
3812,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
3813,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)"
3814,"0.3 M HMII, 0.5 M LiI, 0.05 M I 2 and 0.5 M TBP in MPN"
3815,"0.6 M PMII, 0.1 M LiI 0.05 M I2 and 0.5 M TBP"
3816,"3-propyl-1-methyl-imidazolium iodide (PMII, 1 M), lithium iodide (LiI, 0.2 M), iodide (I 2 , 0.05 M), and tert-butylpyridine (TBP, 0.5 M) in acetonitrile/valeronitrile (85:15)"
3817,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I 2 , 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85:15)"
3818,Z-50 (Solaronix)
3819,"0.3 M HMII, 0.5 M LiI, 0.05 M I 2 and 0.5 M TBP in MPN"
3820,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.05 M LiI, 0.07 M I 2 and 0.5 M tert-butylpyridine in acetonitrile/Valeronitrile (85:15)"
3821,"0.6 M dimethylpropylimidazolium iodide (DMPII), 0.05 M I 2 , 0.5 M TBP and 0.1 M LiI"
3822,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) in acetonitrile"
3823,"3-propyl-1-methyl-imidazolium iodide (PMII, 0.7 M), lithium iodide (LiI, 0.2 M), iodine (I2 , 0.05 M), and t-butylpyridine (TBP, 0.5 M) in acetonitrile/valeronitrile
(85:15)"
3824,iodide/triiodide
3825,"0.1m lithium iodide (LiI), 0.05m iodine (I2), 0.6m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1m guanidine thiocyanate (GuSCN) dissolved in ACN/3-methoxypropionitrile (MPN) mixture (1:1)"
3826,"0.1 M LiI, 0.6 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.05 M I2 , and 0.5 M tert-butylpyridine (TBP) in 3 methoxypropionitrile (MPN)/MeCN (1:1)"
3827,"0.5 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
3828,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M LiI, 0.05 M I 2 0.5 M TBP in acetonitrileevaleronitrile (v/v, 85/15)"
3829,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M LiI, 0.05 M I2 0.5 M TBP in acetonitrile-valeronitrile (v/v, 85/15)"
3830,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.06 M LiI, 0.04 M I2 , and 0.4 M 4-tert-butylpyridine (TBP) in dry acetonitrile"
3831,"0.1 m lithium iodide (LiI), 0.05 m iodine (I2), 0.6 m 1,2-dimethyl-3-propylimidazolium iodide (DMPII), and 0.1 m guanidine thiocyanate (GuSCN) dissolved in acetonitrile"
3832,"0.6 M dimethylpropyl imidazolium iodide, 0.05 M I2 , 0.1 M LiI and 0.5 M tert-butylpyridine in acetonitrile"
3833,"0.3 M DMPIC, 0.2 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN"
3834,"0.6 M DMPIC, 0.2 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN"
3835,"0.6 M DMPIC, 0.1 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN"
3836,"0.6 M DMPIC, 0.06 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN"
3837,"0.3 M DMPIC, 0.03 M DMPIDC, 0.1 M LiClO4 , 0.4 M TBP in AN"
3838,"0.6 M DMPIC, 0.02 M DMPIDC, 0.1 M LiClO4 , 0.4 M
TBP in AN"
3839,"0.6 M DMPII, 0.02 M I2 , 0.1 M LiClO4 and 0.4 M TBP in AN."
3840,"0.6 M DMPII, 0.0653M LiI, 0.03 M I 2 , 0.28 M TBP and 0.05 M GuSCN in AN"
3841,"0.6 M DMPII, 0.1 M LiI, 0.05 M I2 , 0.5 M TBP in AN/VN (85/15 by volume ratio)"
3842,"3-propyl-1-methyl-imidazolium iodide (PMII, 0.7 M), lithium iodide (LiI, 0.2 M), iodine (I2 , 0.05 M), and t-butylpyridine (TBP, 0.5 M) in acetonitrile/valeronitrile (85:15)"
3843,"0.6 M DMPImI, 0.1 M LiI, 0.05 M I2  and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile"
3844,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine in acetonitrile"
3845,"3-propyl-1-methyl-imidazolium iodide (PMII, 0.7 M), lithium iodide (LiI, 0.2 M), iodine (I 2 , 0.05 M), t-butylpyridine (TBP, 0.5 M) in acetonitrile/valeronitrile (85:15)"
3846,"0.3M 1-methyl-3-propylimidazolium iodide (MPII), 0.03M I2, 0.07M LiI, 0.1M guandine thiocyanate and 0.4M 4-tert-butylpyridine (TBP)"
3847,"0.3M 1-methyl-3-propylimidazolium iodide (MPII), 0.03M I2, 0.07M LiI, 0.1M guandine thiocyanate and 0.4M 4-tert-butylpyridine (TBP)"
3848,Z-50 (Solaronix)
3849,"0.3M 1-methyl-3-propylimidazolium iodide (MPII), 0.03M I2, 0.07M LiI, 0.1M guandine thiocyanate and 0.4M 4-tert-butylpyridine (TBP)"
3850,"0.03 M I 2 , 0.05 M LiI, 0.6 M tetrapropylammonium iodide (TPAI), and 0.5 M 4-tert-butypyridine (TBP) in a mixed solvent of acetonitrile and valeronitrile (85:15 v/v)"
3851,"0.05 M LiI, 0.1 M I2, 0.6 M DMPImI and TBP in 3-methoxypropionitrile"
3852,"0.5M LiI, 0.05M I2 and 1M 4-tert-butylpyridine in propylenecarbonate–acetonitrile (v:v = 1:1)"
3853,"0.03 M I2, 0.6 M 1-butyl-3-methylimidazolium iodide, 0.10 M guanidinium thiocyanate, 0.5 M 4-tert-butylpyridine in acetonitrile:valeronitrile (85:15 v/v)"
3854,"0.6 M DMPII, 0.05 M I2, 0.1 M LiI and 0.5 M TBP in acetonitrile"
3855,"1.0 M of 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2, 0.05 LiI, 0.1 M guanidinium  thiocyanate (GuSCN) and 0.5 M 4-TBP in a solvent mixture of acetonitrile and valeronitrile (85:15 v/v)"
3856,"0.1 M LiI, 0.6 M 1,2-dimethyl-3-propylimidazoliumiodide, 0.2 M I2, and 0.5 M 4-tert-butylpyridine in3-methoxypropionitrile"
3857,"0.1 M LiI, 0.6 M 1,2-dimethyl-3-propylimidazoliumiodide, 0.2 M I2, and 0.5 M 4-tert-butylpyridine in3-methoxypropionitrile"
3858,"0.1 M LiI, 0.6 M 1,2-dimethyl-3-propylimidazoliumiodide, 0.2 M I2, and 0.5 M 4-tert-butylpyridine in3-methoxypropionitrile"
3859,0.03 m I2/0.6 m LiI/0.1 m guanidinium thiocyanate/0.5 m tert-butylpyridine in a 15:85 (v/v) benzonitrile/acetonitrile solution
3860,"0.6 M DMPImI, 0.05 M I2, 0.1 M LiI, 0.8 M 4-tert-butylpyridine in acetonitrile"
3861,"0.22 M [Co(II) (bpy)3] (B(CN)4)2, 0.05 M [Co(III) (bpy)3](B(CN)4)3, 0.1 M LiClO4, and 0.8 M 4-tert-butylpyridine in acetonitrile"
3862,"0.6 M DMPImI, 0.05 M I2, 0.1 M LiI, 0.8 M 4-tert-butylpyridine in acetonitrile"
3863,"0.22 M [Co(II) (bpy)3] (B(CN)4)2, 0.05 M [Co(III) (bpy)3](B(CN)4)3, 0.1 M LiClO4, and 0.8 M 4-tert-butylpyridine in acetonitrile"
3864,"0.6 M DMPImI, 0.05 M I2, 0.1 M LiI, 0.8 M 4-tert-butylpyridine in acetonitrile"
3865,"0.22 M [Co(II) (bpy)3] (B(CN)4)2, 0.05 M [Co(III) (bpy)3](B(CN)4)3, 0.1 M LiClO4, and 0.8 M 4-tert-butylpyridine in acetonitrile"
3866,"0.6 M dimethylpropyl-imidazolium iodide (DMPII), 0.05 M I2, 0.5 M TBP and 0.1 M LiI in acetonitrile"
3867,"0.6 M dimethylpropyl-imidazolium iodide (DMPII), 0.05 M I2, 0.5 M TBP and 0.1 M LiI in acetonitrile"
3868,"0.6 M dimethylpropyl-imidazolium iodide (DMPII), 0.05 M I2, 0.5 M TBP and 0.1 M LiI in acetonitrile"
3869,"0.6M BMIMI, 0.03M Iodine and 0.5M 4-tert-butyl pyridine, 0.1M GuSCN in 3-methoxy propeonitrile"
3870,"0.6M BMIMI, 0.03M Iodine and 0.5M 4-tert-butyl pyridine, 0.1M GuSCN in 3-methoxy propeonitrile"
3871,"0.6M BMIMI, 0.03M Iodine and 0.5M 4-tert-butyl pyridine, 0.1M GuSCN in 3-methoxy propeonitrile"
3872,"0.6M BMIMI, 0.03M Iodine and 0.5M 4-tert-butyl pyridine, 0.1M GuSCN in 3-methoxy propeonitrile"
3873,"0.5 M LiI, 0.05 M I2 , and 0.1 M 4-tert-butylpyridine in acetonitrile"
3874,"0.5 M LiI, 0.05 M I2 , and 0.1 M 4-tert-butylpyridine in acetonitrile"
3875,"0.5 M LiI, 0.05 M I2 , and 0.1 M 4-tert-butylpyridine in acetonitrile"
3876,"0.5 M LiI, 0.05 M I2 , and 0.1 M 4-tert-butylpyridine in acetonitrile"
3877,"0.1 M LiI, 0.6 M DMPII, 0.05 M I2, and 0.5 M TBP in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)"
3878,"0.6 M 3-hexyl-1,2-dimethyl imidazolium iodide, 0.04 M iodine, 0.025 M LiI, 0.05 M guanidium thiocyanate, and 0.28 M tert-butylpyridine in acetonitrile"
